term,idf
территориально,4.605170
территориальноя,4.605170
территориальный,3.218876
территориеи,4.605170
территория,1.514128
терскол,4.605170
теряемои,4.605170
терять,2.120264
теряться,2.995732
тесла,4.605170
теслаивать,4.605170
тесло,2.995732
теснимыя,4.605170
тесно,2.302585
тесноя,4.605170
тесный,3.506558
тест,3.218876
тестер,4.605170
тестирование,3.506558
тестировать,3.912023
тестироваться,4.605170
тесто,3.506558
тестовой,4.605170
тестовый,3.506558
тестовыя,4.605170
тета,3.912023
тетерев,4.605170
тетея,4.605170
тетраплоид,4.605170
тетрарх,3.912023
тетрархия,3.912023
теургия,4.605170
тефлон,3.912023
техас,4.605170
техзадание,4.605170
техн,3.218876
техник,3.912023
техника,0.400478
технико,2.120264
техникой,2.995732
техникум,3.912023
техницизм,4.605170
технич,4.605170
технически,3.912023
технический,0.693147
техническия,1.966113
техническои,1.660731
техно,3.912023
техногенез,4.605170
техногенный,3.912023
технологиеи,3.912023
технологически,3.506558
технологический,1.171183
технологическия,3.218876
технологическои,3.912023
технологичность,3.912023
технологичный,4.605170
технология,1.021651
технониколь,4.605170
техносфера,3.912023
техноутопизм,4.605170
техноэкология,4.605170
техсигнал,4.605170
течение,0.941609
течь,2.659260
тз,4.605170
ти,4.605170
тиб,4.605170
тиберий,4.605170
тибет,3.912023
тибр,3.506558
тигель,4.605170
тигр,3.506558
тигрица,4.605170
тигролев,4.605170
тидвил,4.605170
тидеус,4.605170
тилль,4.605170
тимар,4.605170
тимея,4.605170
тимирязев,3.912023
тимонье,4.605170
тимор,4.605170
тимофеев,3.912023
тимофей,3.912023
тиндаль,4.605170
тинеман,4.605170
тип,0.356675
типичной,4.605170
типичныи,3.912023
типичный,1.897120
типовой,2.525729
типография,3.506558
тир,3.912023
тираж,2.525729
тиражирование,4.605170
тиражировать,4.605170
тиражноя,4.605170
тиранический,4.605170
тирания,4.605170
тиринф,4.605170
тиринфский,4.605170
тиристор,4.605170
тиристорный,4.605170
тис,4.605170
тиски,4.605170
тит,3.506558
титан,4.605170
титановой,4.605170
титановый,3.912023
титец,4.605170
титул,3.218876
тиф,4.605170
тихий,3.218876
тихия,4.605170
тихо,4.605170
тихомиров,4.605170
тихонов,4.605170
тихоокеанский,4.605170
тихоходка,3.506558
тихоходный,3.506558
тихоя,4.605170
тишина,4.605170
тк,3.912023
тканевый,3.912023
тканея,2.659260
ткань,2.525729
ткать,4.605170
ткацкиа,4.605170
ткацкий,3.218876
тко,4.605170
тл,3.912023
тм,4.605170
тмм,4.605170
тн,4.605170
тнт,4.605170
тоб,4.605170
товар,2.302585
товарищ,4.605170
товарищей,4.605170
товарищество,4.605170
товарноя,4.605170
товарныи,4.605170
товарный,3.218876
товаровския,4.605170
товарооборот,4.605170
тогдашний,4.605170
тодрл,4.605170
тождественно,4.605170
тождественный,3.912023
тоиот,4.605170
тоир,4.605170
той,1.108663
ток,0.967584
токаиский,4.605170
токарный,3.506558
токаэлектрический,2.995732
токаэлектродвигатель,2.995732
токииский,4.605170
токио,4.605170
токоведущей,4.605170
токоведущий,4.605170
токовый,4.605170
токсичной,3.912023
токсичность,3.506558
токсичныи,4.605170
токсичный,3.218876
токэлектродвижущий,2.995732
толивый,4.605170
толк,4.605170
толкать,3.218876
толкование,3.218876
толково,4.605170
толковый,3.912023
толковыя,2.120264
толком,4.605170
толмачев,4.605170
толокнянка,4.605170
толстой,3.912023
толстостенный,4.605170
толстоя,3.912023
толстый,2.813411
толчея,3.912023
толчок,2.659260
толщина,2.659260
толщиноя,2.995732
тольятти,3.912023
том,1.714798
тома,2.995732
томас,1.897120
томасовский,3.912023
томасовския,4.605170
томмазо,4.605170
томограф,4.605170
томография,4.605170
томпсон,4.605170
томсен,4.605170
томский,4.605170
томсон,3.218876
томсоновский,4.605170
